DATE_ONLY,TIME,CAMPUS,ROOM ID,ROOM CAPACITY,ROOM EXAM CAPACITY,COURSE ID,ALLOCATED STUDENTS
2025-12-17,13g00,CS1,C4-402,80,42,IM3087,10
2025-12-17,13g00,CS1,C4-402,80,42,TR3143,15
2025-12-17,13g00,CS1,C4-502,80,42,CI2095,42
2025-12-17,13g00,CS1,C4-502,80,42,CO2003,38
2025-12-17,13g00,CS1,C6-102,100,50,CO1003,50
2025-12-17,13g00,CS1,C6-102,100,50,EE2417,50
2025-12-17,13g00,CS1,C6-103,100,50,CO1003,50
2025-12-17,13g00,CS1,C6-103,100,50,CO2003,50
2025-12-17,13g00,CS2,H2-201,156,82,CO1003,74
2025-12-17,13g00,CS2,H2-201,156,82,CO2003,82
2025-12-17,13g00,CS2,H2-206,156,82,CO2003,82
2025-12-17,13g00,CS2,H2-206,156,82,ME2123,74
2025-12-17,13g00,CS2,H2-301,156,82,CI2095,82
2025-12-17,13g00,CS2,H2-301,156,82,TR3143,74
2025-12-17,13g00,CS2,H2-306,156,82,CH2013,82
2025-12-17,13g00,CS2,H2-306,156,82,CO1003,74
2025-12-17,13g00,CS2,H2-401,156,82,CO2003,82
2025-12-17,13g00,CS2,H2-401,156,82,IM3087,74
2025-12-17,13g00,CS2,H2-406,156,82,CO1003,74
2025-12-17,13g00,CS2,H2-406,156,82,CO2003,82
2025-12-17,13g00,CS2,H3-201,142,75,CH2013,3
2025-12-17,13g00,CS2,H3-201,142,75,CI1003,14
2025-12-17,13g00,CS2,H3-201,142,75,CI2095,33
2025-12-17,13g00,CS2,H3-201,142,75,CO1003,12
2025-12-17,13g00,CS2,H3-201,142,75,CO2003,16
2025-12-17,13g00,CS2,H3-201,142,75,EE1007,12
2025-12-17,13g00,CS2,H3-201,142,75,IM3087,1
2025-12-17,13g00,CS2,H3-201,142,75,ME2123,7
2025-12-17,13g00,CS2,H3-201,142,75,TR3143,38
2025-12-17,13g00,CS2,H3-301,142,75,CO1003,36
2025-12-17,13g00,CS2,H3-301,142,75,CO3027,53
2025-12-17,13g00,CS2,H3-301,142,75,ME3011,53
2025-12-17,13g00,CS2,H3-306,142,75,CO1003,12
2025-12-17,13g00,CS2,H3-306,142,75,EE3075,69
2025-12-17,13g00,CS2,H3-306,142,75,EE3167,61
2025-12-17,13g00,CS2,H3-401,142,75,CH2013,67
2025-12-17,13g00,CS2,H3-401,142,75,IM3087,75
2025-12-17,13g00,CS2,H3-406,142,75,CI1003,67
2025-12-17,13g00,CS2,H3-406,142,75,ME2123,75
2025-12-17,13g00,CS2,H3-501,142,75,CO2003,67
2025-12-17,13g00,CS2,H3-501,142,75,EE1007,75
2025-12-17,13g00,CS2,H3-506,142,75,CI2095,75
2025-12-17,13g00,CS2,H3-506,142,75,TR3143,67
2025-12-17,13g00,CS2,H6-308,144,76,CO1003,76
2025-12-17,13g00,CS2,H6-308,144,76,CO3027,68
2025-12-17,13g00,CS2,H6-811,150,79,CH2013,71
2025-12-17,13g00,CS2,H6-811,150,79,IM3087,79
2025-12-17,13g00,CS2,H6-GD,250,250,CI2095,250
2025-12-17,15g30,CS1,B5-GD,130,130,CH2045,35
2025-12-17,15g30,CS2,H6-GD,250,250,CH2045,48
2025-12-18,07g00,CS1,B1-208,84,44,SP1039,44
2025-12-18,07g00,CS1,B1-306,84,44,SP1039,44
2025-12-18,07g00,CS1,B4-406,108,57,CI4193,10
2025-12-18,07g00,CS1,B4-406,108,57,EE5015,14
2025-12-18,07g00,CS1,B4-406,108,57,LA1027,4
2025-12-18,07g00,CS1,B4-406,108,57,SP1039,57
2025-12-18,07g00,CS1,B4-501,80,42,SP1039,20
2025-12-18,07g00,CS1,B4-502,80,42,SP1039,42
2025-12-18,07g00,CS1,B4-505,120,63,CI4193,6
2025-12-18,07g00,CS1,B4-505,120,63,MA5023,22
2025-12-18,07g00,CS1,B4-505,120,63,ME1021,29
2025-12-18,07g00,CS1,B4-505,120,63,SP1039,63
2025-12-18,07g00,CS1,B5-GD,130,130,SP1039,130
2025-12-18,07g00,CS1,C6-102,100,50,SP1039,50
2025-12-18,07g00,CS1,C6-103,100,50,SP1039,50
2025-12-18,07g00,CS2,H2-201,156,82,GE1027,74
2025-12-18,07g00,CS2,H2-201,156,82,SP1039,82
2025-12-18,07g00,CS2,H2-206,156,82,SP1039,82
2025-12-18,07g00,CS2,H2-301,156,82,CI2159,9
2025-12-18,07g00,CS2,H2-301,156,82,GE1027,15
2025-12-18,07g00,CS2,H2-301,156,82,ME4083,22
2025-12-18,07g00,CS2,H2-301,156,82,SP1039,82
2025-12-18,07g00,CS2,H2-306,156,82,GE1027,12
2025-12-18,07g00,CS2,H2-306,156,82,IU4021,30
2025-12-18,07g00,CS2,H2-306,156,82,ME2059,32
2025-12-18,07g00,CS2,H2-306,156,82,SP1039,82
2025-12-18,07g00,CS2,H2-401,156,82,IM3035,61
2025-12-18,07g00,CS2,H2-401,156,82,ME2059,13
2025-12-18,07g00,CS2,H2-401,156,82,SP1039,82
2025-12-18,07g00,CS2,H2-406,156,82,CI2159,74
2025-12-18,07g00,CS2,H2-406,156,82,SP1039,82
2025-12-18,07g00,CS2,H3-301,142,75,SP1039,44
